2021-11-29 15:50:34.550479,1,10,16,52,12,c4e3f4c3d3c5f3d2c2e2f5c1e6f6d6g4b4a4b5b6c6g5b3a3g3h3g6h6a6a5a2b2d1e1a1b1f2f1g1g2a7b7h5h4h1h2g7e7h7h8g8f8a8d7f7b8e8d8c7c8,0.0,-1000,-9.16,-1000,3.91,-1000,4.55,-1000,6.41,-1000,16.37,-1000,14.96,-1000,15.39,-1000,16.52,-1000,31.93,-1000,34.18,-1000,32.21,-1000,34.39,-1000,35.93,-1000,49.19,-1000,41.57,-1000,44.8,-1000,44.61,-1000,46.26,-1000,47.73,-1000,45.95,-1000,44.5,-1000,40.0,-1000,40.0,-1000,40.0,-1000,40.0,-1000,40.0,-1000,40.0,-1000,40.0,-1000,40.0,40.0
2021-11-29 15:52:57.590589,0,10,16,5,58,f5f6e6d6e7g5g6e8d7f7d8c8f8g8h5e3c5c4c3d3f4c6f2g4f3h6e2h4c7h3g7f1g3e1d1c1d2h7g1h8b1h2g2b8b7a8a7h1b5a6a4a5b6a3b4b3a2c2a1,-1000,-0.34,-1000,-1.66,-1000,0.98,-1000,0.24,-1000,5.45,-1000,3.22,-1000,8.87,-1000,8.46,-1000,18.73,-1000,31.23,-1000,26.51,-1000,23.41,-1000,26.28,-1000,37.39,-1000,38.66,-1000,37.2,-1000,49.76,-1000,50.38,-1000,46.75,-1000,49.99,-1000,50.16,-1000,49.4,-1000,54.0,-1000,54.0,-1000,54.0,54.0,-1000,54.0,-1000,54.0,-1000,54.0,54.0,54.0,-1000
